5	1	8	16
5	2	8	18
5	3	8	29
-5	1	8	18
-5	2	8	23
-5	3	8	34
5	1	16	16
5	2	16	21
5	3	16	28
-5	1	16	20
-5	2	16	27
-5	3	16	33
5	1	32	15
5	2	32	20
5	3	32	28
-5	1	32	19
-5	2	32	28
-5	3	32	32
5	1	8	15
5	2	8	22
5	3	8	30
-5	1	8	20
-5	2	8	26
-5	3	8	33
5	1	16	18
5	2	16	23
5	3	16	32
-5	1	16	22
-5	2	16	27
-5	3	16	31
5	1	32	18
5	2	32	24
5	3	32	30
-5	1	32	23
-5	2	32	30
-5	3	32	31
